1,27,11,2,3,18,4,17,5,16,6,15,7,14,8,12,9,13,10,26,45,37,63,55,81,73,99,91,116,109,134,127,152,145,170,163,182,181,202,191,220,209,238,227,256,245,273,263,291,281,309,299,327,317,345,335,370,346,354,369,355,367,356,366,357,365,358,364,362,359,363,360,361,371,368
4,1,2,26,11,3,12,5,18,6,17,7,16,8,15,9,13,10,14,37,27,55,45,73,63,91,81,109,99,127,116,145,134,163,152,181,170,191,182,209,202,227,220,245,238,263,256,281,273,299,291,317,309,335,327,346,345,371,367,354,366,355,365,356,364,357,362,358,359,363,360,368,369,361,370
