-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1.8397,-1.8396,-1.8395,-1.8394,-1.8393,-1.8392,-1.8391,-1.8323,-1.8256,-1.8191,-1.7779,-1.7778,-1.7777,-1.7776,-1.7776,-1.7765,-1.7739,-1.7686,-1.663,-1.6494,-1.6493,-1.6493,-1.6492,-1.6492,-1.6476,-1.6456,-1.6337,-1.6228,-1.562,-1.562,-1.5619,-1.5617,-1.5611,-1.5592,-1.5562,-1.549,-1.4833,-1.448,-1.448,-1.448,-1.4476,-1.447,-1.4451,-1.4416,-1.4345,-1.4215,-1.3506,-1.3505,-1.3505,-1.3499,-1.3492,-1.3468,-1.3446,-1.3368,-1.2956,-1.2427,-1.2426,-1.2424,-1.242,-1.2409,-1.2395,-1.2353,-1.232,-1.2191,-1.1413,-1.1412,-1.1411,-1.1403,-1.1397,-1.1372,-1.136,-1.1285,-1.1023,-1.0358,-1.0358,-1.0354,-1.0351,-1.0337,-1.0329,-1.0288,-1.0279,-1.0164,-0.93296,-0.93277,-0.93269,-0.93188,-0.93152,-0.92912,-0.92869,-0.92221,-0.90534,-0.82845,-0.82843,-0.828,-0.82785,-0.82652,-0.8262,-0.82286,-0.82258,-0.81356,-0.72513,-0.72493,-0.72491,-0.72414,-0.72402,-0.72202,-0.72195,-0.71681,-0.70604,-0.62112,-0.62111,-0.62072,-0.62069,-0.61955,-0.61953,-0.6174,-0.61666,-0.61046,-0.51767,-0.51752,-0.5175,-0.51692,-0.5169,-0.51562,-0.51534,-0.51184,-0.50522,-0.41395,-0.41393,-0.41368,-0.41365,-0.41295,-0.41286,-0.41169,-0.41098,-0.40713,-0.31049,-0.31041,-0.31038,-0.31006,-0.31,-0.30933,-0.30908,-0.30706,-0.30347,-0.20693,-0.20692,-0.2068,-0.20677,-0.20645,-0.20637,-0.20587,-0.20545,-0.20361,-0.10348,-0.10345,-0.10344,-0.10334,-0.10331,-0.10311,-0.10301,-0.10235,-0.10121,-5.2042e-17,-4.8572e-18,2.8449e-17,-2.498e-17,-1.3878e-18,-1.5266e-17,6.8695e-17,3.1919e-17,-2.0817e-18,0.10121,0.10235,0.10301,0.10311,0.10331,0.10334,0.10344,0.10345,0.10348,0.20361,0.20545,0.20587,0.20637,0.20645,0.20677,0.2068,0.20692,0.20693,0.30347,0.30706,0.30908,0.30933,0.31,0.31006,0.31038,0.31041,0.31049,0.40713,0.41098,0.41169,0.41286,0.41295,0.41365,0.41368,0.41393,0.41395,0.50522,0.51184,0.51534,0.51562,0.5169,0.51692,0.5175,0.51752,0.51767,0.61046,0.61666,0.6174,0.61953,0.61955,0.62069,0.62072,0.62111,0.62112,0.70604,0.71681,0.72195,0.72202,0.72402,0.72414,0.72491,0.72493,0.72513,0.81356,0.82258,0.82286,0.8262,0.82652,0.82785,0.828,0.82843,0.82845,0.90534,0.92221,0.92869,0.92912,0.93152,0.93188,0.93269,0.93277,0.93296,1.0164,1.0279,1.0288,1.0329,1.0337,1.0351,1.0354,1.0358,1.0358,1.1023,1.1285,1.136,1.1372,1.1397,1.1403,1.1411,1.1412,1.1413,1.2191,1.232,1.2353,1.2395,1.2409,1.242,1.2424,1.2426,1.2427,1.2956,1.3368,1.3446,1.3468,1.3492,1.3499,1.3505,1.3505,1.3506,1.4215,1.4345,1.4416,1.4451,1.447,1.4476,1.448,1.448,1.448,1.4833,1.549,1.5562,1.5592,1.5611,1.5617,1.5619,1.562,1.562,1.6228,1.6337,1.6456,1.6476,1.6492,1.6492,1.6493,1.6493,1.6494,1.663,1.7686,1.7739,1.7765,1.7776,1.7776,1.7777,1.7778,1.7779,1.8191,1.8256,1.8323,1.8391,1.8392,1.8393,1.8394,1.8395,1.8396,1.8397,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-1.5,1.5,1.1493,-1.3293,0.79135,0.43473,0.079511,-0.27427,-0.9784,-0.62681,1.3255,-1.1539,-0.80287,-0.45091,-0.097706,0.25691,0.61295,0.97076,0.9687,0.61257,0.25688,-0.097264,-0.45018,-0.80236,-1.1539,1.5,-1.5,1.3133,-0.62617,-0.27381,0.07951,0.43417,-0.9779,0.78991,-1.3272,1.1413,1.5,0.25619,-0.097441,-0.44998,0.61078,-0.80163,-1.1516,0.96381,-1.5,1.3144,-0.62566,-0.27383,0.078987,0.43278,-0.97623,0.78642,-1.3249,1.1384,1.5,-0.097707,-0.44972,0.25525,-0.80055,0.60854,-1.1499,0.96136,-1.5,1.3152,-0.27382,0.078406,-0.62499,0.43127,-0.97491,0.78425,-1.3242,1.1376,1.5,-0.097935,-0.44939,0.25437,-0.79972,0.60712,-1.1492,0.96035,-1.5,1.3164,-0.27376,0.077949,-0.62449,0.43035,-0.97429,0.78334,-1.3241,1.1379,1.5,-0.098065,-0.44915,0.25388,-0.79931,0.60655,-1.149,0.9604,-1.5,1.3176,-0.2737,0.077753,-0.62424,0.43004,-0.97412,0.78334,-1.3242,1.1387,1.5,-0.098076,-0.44904,0.25378,-0.7992,0.60661,-1.1491,-1.5,0.96095,1.3185,-0.27364,0.077776,-0.62418,0.43016,-0.97416,-1.3244,0.78377,1.1395,1.5,-0.449,-0.098006,0.25393,-0.79924,0.60698,-1.1493,-1.5,0.96164,1.3192,-0.27358,-0.6242,0.077914,-0.97429,0.43046,-1.3245,0.78432,1.1403,1.5,-0.44899,-0.097906,-0.79932,0.25416,-1.1494,0.6074,-1.5,0.96224,1.3197,-0.27354,-0.62424,0.078065,-0.9744,0.43075,-1.3246,0.78478,1.1408,1.5,-0.44898,-0.097825,-0.79938,0.25434,-1.1495,0.6077,-1.5,0.96265,1.32,-0.27351,-0.62426,0.078157,-0.97446,0.43092,-1.3247,0.78503,1.1411,1.5,-1.5,-1.1495,-0.79941,-0.44898,-0.097794,0.25441,0.60781,0.96279,1.3201,1.5,1.1411,0.78503,-1.3247,0.43092,-0.97446,0.078157,-0.62426,-0.27351,1.32,0.96265,-1.5,0.6077,-1.1495,0.25434,-0.79938,-0.097825,-0.44898,1.5,1.1408,0.78478,-1.3246,0.43075,-0.9744,0.078065,-0.62424,-0.27354,1.3197,0.96224,-1.5,0.6074,-1.1494,0.25416,-0.79932,-0.097906,-0.44899,1.5,1.1403,0.78432,-1.3245,0.43046,-0.97429,0.077914,-0.6242,-0.27358,1.3192,0.96164,-1.5,-1.1493,0.60698,-0.79924,0.25393,-0.098006,-0.449,1.5,1.1395,0.78377,-1.3244,-0.97416,0.43016,-0.62418,0.077776,-0.27364,1.3185,0.96095,-1.5,-1.1491,0.60661,-0.7992,0.25378,-0.44904,-0.098076,1.5,1.1387,-1.3242,0.78334,-0.97412,0.43004,-0.62424,0.077753,-0.2737,1.3176,-1.5,0.9604,-1.149,0.60655,-0.79931,0.25388,-0.44915,-0.098065,1.5,1.1379,-1.3241,0.78334,-0.97429,0.43035,-0.62449,0.077949,-0.27376,1.3164,-1.5,0.96035,-1.1492,0.60712,-0.79972,0.25437,-0.44939,-0.097935,1.5,1.1376,-1.3242,0.78425,-0.97491,0.43127,-0.62499,0.078406,-0.27382,1.3152,-1.5,0.96136,-1.1499,0.60854,-0.80055,0.25525,-0.44972,-0.097707,1.5,1.1384,-1.3249,0.78642,-0.97623,0.43278,0.078987,-0.27383,-0.62566,1.3144,-1.5,0.96381,-1.1516,-0.80163,0.61078,-0.44998,-0.097441,0.25619,1.5,1.1413,-1.3272,0.78991,-0.9779,0.43417,0.07951,-0.27381,-0.62617,1.3133,-1.5,1.5,-1.1539,-0.80236,-0.45018,-0.097264,0.25688,0.61257,0.9687,0.97076,0.61295,0.25691,-0.097706,-0.45091,-0.80287,-1.1539,1.3255,-0.62681,-0.9784,-0.27427,0.079511,0.43473,0.79135,-1.3293,1.1493,-1.5,1.5
